Layer name, IFMAP Height, IFMAP Width, Filter Height, Filter Width, Channels, Num Filter, Strides, bases,
WA93,       8,    8,      1,    1,     256,   1024,   1,

WA94,       8,    8,      1,    1,     1024,  256,    1,
DSConv95,   10,   10,     3,    3,     256,   256,   1,        5,
WA96,       8,    8,      1,    1,     256,   1024,   1,

WA97,       8,    8,      1,    1,     1024,  256,    1,
DSConv98,   10,   10,     3,    3,     256,   256,   1,        5,
WA99,       8,    8,      1,    1,     256,   1024,   1,

WA100,      8,    8,      1,    1,     1024,  256,    1,
DSConv101,  10,   10,     3,    3,     256,   256,   1,        5,
WA103,      8,    8,      1,    1,     256,   1024,   1,

WA104,      8,    8,      1,    1,     1024,  256,    1,
DSConv105,  10,   10,     3,    3,     256,   256,   1,        5,
WA106,      8,    8,      1,    1,     256,   1024,   1,

WA107,      8,    8,      1,    1,     1024,  256,    1,
DSConv108,  10,   10,     3,    3,     256,   256,   1,        5,
WA109,      8,    8,      1,    1,     256,   1024,   1,

WA110,      8,    8,      1,    1,     1024,  256,    1,
DSConv111,  10,   10,     3,    3,     256,   256,   1,        5,
WA112,      8,    8,      1,    1,     256,   1024,   1,

WA113,      8,    8,      1,    1,     1024,  256,    1,
DSConv114,  10,   10,     3,    3,     256,   256,   1,        5,
WA115,      8,    8,      1,    1,     256,   1024,   1,

WA116,      8,    8,      1,    1,     1024,  256,    1,
DSConv117,  10,   10,     3,    3,     256,   256,   1,        5,
WA118,      8,    8,      1,    1,     256,   1024,   1,

WA119,      8,    8,      1,    1,     1024,  256,    1,
DSConv120,  10,   10,     3,    3,     256,   256,   1,        5,
WA121,      8,    8,      1,    1,     256,   1024,   1,

WA122,      8,    8,      1,    1,     1024,  256,    1,
DSConv123,  10,   10,     3,    3,     256,   256,   1,        5,
WA124,      8,    8,      1,    1,     256,   1024,   1,

WA125,      8,    8,      1,    1,     1024,  256,    1,
DSConv126,  10,   10,     3,    3,     256,   256,   1,        5,
WA127,      8,    8,      1,    1,     256,   1024,   1,

WA128,      8,    8,      1,    1,     1024,  256,    1,
DSConv129,  10,   10,     3,    3,     256,   256,   1,        5,
WA130,      8,    8,      1,    1,     256,   1024,   1,

WA131,      8,    8,      1,    1,     1024,  256,    1,
DSConv132,  10,   10,     3,    3,     256,   256,   1,        5,
WA133,      8,    8,      1,    1,     256,   1024,   1,

WA134,      8,    8,      1,    1,     1024,  256,    1,
DSConv135,  10,   10,     3,    3,     256,   256,   1,        5,
WA136,      8,    8,      1,    1,     256,   1024,   1,

WA137,      8,    8,      1,    1,     1024,  256,    1,
DSConv138,  10,   10,     3,    3,     256,   256,   1,        5,
WA139,      8,    8,      1,    1,     256,   1024,   1,

WA140,      8,    8,      1,    1,     1024,  256,    1,
DSConv141,  10,   10,     3,    3,     256,   256,   1,        5,
WA142,      8,    8,      1,    1,     256,   1024,   1,

WA143,      8,    8,      1,    1,     1024,  256,    1,
DSConv144,  10,   10,     3,    3,     256,   256,   1,        5,
WA145,      8,    8,      1,    1,     256,   1024,   1,

WA146,	    8,	  8,	  1,	1,     1024,  512,    1,
DSConv147,  10,	  10,	  3,	3,     512,   512,   2,	5,
WA148,	    4,	  4,	  1,	1,     512,   2048,   1,

WA149,	    8,	  8,	  1,	1,     1024,  2048,   2,

WA150,	    4,	  4,	  1,	1,     2048,  512,    1,
DSConv151,  6,	  6,	  3,	3,     512,   512,   1,	5,
WA152,	    4,	  4,	  1,	1,     512,   2048,   1,

WA153,	    4,	  4,	  1,	1,     2048,  512,    1,
DSConv154,  6,	  6,	  3,	3,     512,   512,   1,	5,
WA155,	    4,	  4,	  1,	1,     512,   2048,   1,

FC1,	    1,	  1,	  1,	1,     2048,  10,     1,
